Producent;Typer;Koder;KodeBeskrivelser;Fejl;Prioritering;Løsningsforslag;Varenumer prioritet 1;Varenummer prioritet 2;Varenummer prioritet 3;Koder (service - resultet);KodeBeskrivelser (service);Fejl (service);Spørgsmål 1;Spørgsmål 2;Spørgsmål 3;Kunden kan prøve;Send tekniker ja / nej;URL-links;URL-links_Kundeserviceinformationer;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 9;Komponentfejl;Bryggerens piston har ikke nået de aktuelle værdier, der er nødvendige for at udføre produktudleveringen.;2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;GROUP ERROR - 9;GROUP ERROR - 9;Bryggerens piston har ikke nået de aktuelle værdier, der er nødvendige for at udføre produktudleveringen.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 9;Komponentfejl;Bryggerens piston har ikke nået de aktuelle værdier, der er nødvendige for at udføre produktudleveringen.;3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;GROUP ERROR - 9;GROUP ERROR - 9;Bryggerens piston har ikke nået de aktuelle værdier, der er nødvendige for at udføre produktudleveringen.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 10;Flowfejl;Time-out T MAX infusion;1;Efterse at der er åbent for vandet - kommer der vand ud af vandfilteret?;;;;GROUP ERROR - 10;GROUP ERROR - 10;Time-out T MAX infusion;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 10;Flowfejl;Time-out T MAX infusion;2;Efterse at vandindgangen og flowmeteret får strøm og ikke er blokeret.;9605323;9605377;;GROUP ERROR - 10;GROUP ERROR - 10;Time-out T MAX infusion;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 10;Flowfejl;Time-out T MAX infusion;3;Efterse at der bliver tilført vand til bryggeren - tag evt- vandslangen af på bryggeren og test et produkt.;;;;GROUP ERROR - 10;GROUP ERROR - 10;Time-out T MAX infusion;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 10;Flowfejl;Time-out T MAX infusion;4;Efterse at formalingsgraden ikke står for fint på kværnen.;;;;GROUP ERROR - 10;GROUP ERROR - 10;Time-out T MAX infusion;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 10;Flowfejl;Time-out T MAX infusion;5;Efterse at kværnmængden passer til kapaciteten i brygkammeret.;;;;GROUP ERROR - 10;GROUP ERROR - 10;Time-out T MAX infusion;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 10;Flowfejl;Time-out T MAX infusion;6;Efterse at produktet ikke har en for stor vandmængde.;;;;GROUP ERROR - 10;GROUP ERROR - 10;Time-out T MAX infusion;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 11;Flowfejl;Flowmeteret sender ikke det korrekte signal til kontrolprintet indenfor tidsgrænsen.;1;Efterse at der er åbent for vandet - kommer der vand ud af vandfilteret?;;;;GROUP ERROR - 11;GROUP ERROR - 11;Flowmeteret sender ikke det korrekte signal til kontrolprintet indenfor tidsgrænsen.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 11;Flowfejl;Flowmeteret sender ikke det korrekte signal til kontrolprintet indenfor tidsgrænsen.;2;Efterse at vandindgangen og flowmeteret får strøm og ikke er blokeret.;9605323;9605377;;GROUP ERROR - 11;GROUP ERROR - 11;Flowmeteret sender ikke det korrekte signal til kontrolprintet indenfor tidsgrænsen.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 11;Flowfejl;Flowmeteret sender ikke det korrekte signal til kontrolprintet indenfor tidsgrænsen.;3;Efterse at der bliver tilført vand til bryggeren - tag evt- vandslangen af på bryggeren og test et produkt.;;;;GROUP ERROR - 11;GROUP ERROR - 11;Flowmeteret sender ikke det korrekte signal til kontrolprintet indenfor tidsgrænsen.;;;;Kunden skal kontrollere, om vandforsyningen til maskinen er åben. Er der åbent for hanen / ballofixen?;;https://bentax.sharepoint.com/:b:/g/Edv6-YLq-01IuKwtLQpUbuYBawTKDT9EuIWPDLZu4uFXYw?e=WzScQ9;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 12;Komponentfejl;;1;Efterse at bryggeren er samlet korrekt og ikke er blokeret.;;;;GROUP ERROR - 12;GROUP ERROR - 12;;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 12;Komponentfejl;;2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;GROUP ERROR - 12;GROUP ERROR - 12;;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 12;Komponentfejl;;3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;GROUP ERROR - 12;GROUP ERROR - 12;;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 13;Komponentfejl / Strømforsyningsfejl;Der er en komponentfejl på grumseskrabersystemet;1;Efterse at bryggerens grumseskraber ikke er blokeret.;;;;GROUP ERROR - 13;GROUP ERROR - 13;Der er en komponentfejl på grumseskrabersystemet;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 13;Komponentfejl / Strømforsyningsfejl;Der er en komponentfejl på grumseskrabersystemet;2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;GROUP ERROR - 13;GROUP ERROR - 13;Der er en komponentfejl på grumseskrabersystemet;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 13;Komponentfejl / Strømforsyningsfejl;Der er en komponentfejl på grumseskrabersystemet;3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;GROUP ERROR - 13;GROUP ERROR - 13;Der er en komponentfejl på grumseskrabersystemet;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 14;Komponentfejl;Der er en komponentfejl på grumseskrabersystemet - tidsgrænsen for positioneringen af grumseskrabersystemet er overskrædet.;1;Efterse at bryggerens grumseskraber ikke er blokeret.;;;;GROUP ERROR - 14;GROUP ERROR - 14;Der er en komponentfejl på grumseskrabersystemet - tidsgrænsen for positioneringen af grumseskrabersystemet er overskrædet.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 14;Komponentfejl;Der er en komponentfejl på grumseskrabersystemet - tidsgrænsen for positioneringen af grumseskrabersystemet er overskrædet.;2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;GROUP ERROR - 14;GROUP ERROR - 14;Der er en komponentfejl på grumseskrabersystemet - tidsgrænsen for positioneringen af grumseskrabersystemet er overskrædet.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 14;Komponentfejl;Der er en komponentfejl på grumseskrabersystemet - tidsgrænsen for positioneringen af grumseskrabersystemet er overskrædet.;3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;GROUP ERROR - 14;GROUP ERROR - 14;Der er en komponentfejl på grumseskrabersystemet - tidsgrænsen for positioneringen af grumseskrabersystemet er overskrædet.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 15;Komponentfejl;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt position under tilbagetrækningen til udgangspositionen.;1;Efterse at bryggerens grumseskraber ikke er blokeret.;;;;GROUP ERROR - 15;GROUP ERROR - 15;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt position under tilbagetrækningen til udgangspositionen.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 15;Komponentfejl;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt position under tilbagetrækningen til udgangspositionen.;2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;GROUP ERROR - 15;GROUP ERROR - 15;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt position under tilbagetrækningen til udgangspositionen.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 15;Komponentfejl;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt position under tilbagetrækningen til udgangspositionen.;3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;GROUP ERROR - 15;GROUP ERROR - 15;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt position under tilbagetrækningen til udgangspositionen.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 16;Komponentfejl;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt nedre startposition.;1;Efterse at bryggerens grumseskraber ikke er blokeret.;;;;GROUP ERROR - 16;GROUP ERROR - 16;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt nedre startposition.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 16;Komponentfejl;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt nedre startposition.;2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;GROUP ERROR - 16;GROUP ERROR - 16;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt nedre startposition.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;GROUP ERROR - 16;Komponentfejl;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt nedre startposition.;3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;GROUP ERROR - 16;GROUP ERROR - 16;Brygmotorens ENCODER måler, at bryggeren ikke har den korrekt nedre startposition.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 1;Komponentfejl;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);1;Efterse at bryggeren er samlet korrekt og ikke er blokeret.;;;;ESPRESSO GROUP ERROR - 1;ESPRESSO GROUP ERROR - 1;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 1;Komponentfejl;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;ESPRESSO GROUP ERROR - 1;ESPRESSO GROUP ERROR - 1;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 1;Komponentfejl;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;ESPRESSO GROUP ERROR - 1;ESPRESSO GROUP ERROR - 1;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 2;Komponentfejl;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);1;Efterse at bryggeren er samlet korrekt og ikke er blokeret.;;;;ESPRESSO GROUP ERROR - 2;ESPRESSO GROUP ERROR - 2;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 2;Komponentfejl;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;ESPRESSO GROUP ERROR - 2;ESPRESSO GROUP ERROR - 2;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 2;Komponentfejl;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);3;Efterse brygmoteren - skift motor om nødvendigt.;106227;106675;;ESPRESSO GROUP ERROR - 2;ESPRESSO GROUP ERROR - 2;Brygmotorens ENCODER måler, at nedereste piston ikke når ned til nedereste position (basepositionen);;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 3;Komponentfejl;Brygmotorens ENCODER måler, at bryggerens piston ikke er i den korrekte position.;1;Efterse at bryggeren er samlet korrekt og ikke er blokeret.;;;;ESPRESSO GROUP ERROR - 3;ESPRESSO GROUP ERROR - 3;Brygmotorens ENCODER måler, at bryggerens piston ikke er i den korrekte position.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
Carimali;BlueDot;ESPRESSO GROUP ERROR - 3;Komponentfejl;Brygmotorens ENCODER måler, at bryggerens piston ikke er i den korrekte position.;2;Kontroller sikringen på printet ( øverste højre hjørne ( 2F (3,15A T) );;;;ESPRESSO GROUP ERROR - 3;ESPRESSO GROUP ERROR - 3;Brygmotorens ENCODER måler, at bryggerens piston ikke er i den korrekte position.;;;;Kunden kan efterse om bryggeren er rengjort og samlet korrekt. OBS: Henvis til video på hjemmeside om hjælp til selvhjælp.;;https://bentax.sharepoint.com/:b:/g/ERsgH_fOgt1KixsXAuc5iHsBzG-RjhalacyZYChAPTxz6w?e=Wm8CLV;https://www.bentax.dk/hjaelp-til-selvhjaelp/;;;;;;;;;
